genes	pvalue	padj
Rassf6	0.285474202	0.9998431
Gm5069	0.285531908	0.9998431
2310035C23Rik	0.285569183	0.9998431
4930572O13Rik	0.285575457	0.9998431
Trim59	0.285626189	0.9998431
Prkg1	0.285690715	0.9998431
Hip1	0.285704265	0.9998431
Hps5	0.28580862	0.9998431
Med1	0.285813325	0.9998431
Coq6	0.285879429	0.9998431
Epb4.1l3	0.285892123	0.9998431
Tbc1d7	0.285902234	0.9998431
Lgi4	0.285979077	0.9998431
Klf17	0.286079805	0.9998431
Lrrc58	0.28612673	0.9998431
Pom121l2	0.286167591	0.9998431
Pcdhga9	0.286226266	0.9998431
Pknox2	0.286481476	0.9998431
2610100L16Rik	0.286482117	0.9998431
Des	0.286529101	0.9998431
Calm1	0.286539312	0.9998431
Slfnl1	0.286605591	0.9998431
Cnot10	0.286605924	0.9998431
Myh14	0.286683559	0.9998431
Golm1	0.286783546	0.9998431
Rbbp7	0.286855641	0.9998431
Mir7688	0.286909493	0.9998431
Eno3	0.286923199	0.9998431
BC016548	0.286959423	0.9998431
Mir6998	0.287047271	0.9998431
Klhl31	0.287050483	0.9998431
Mir7213	0.287067975	0.9998431
Rnf138rt1	0.287070626	0.9998431
D330050I16Rik	0.287118875	0.9998431
Tie1	0.287120812	0.9998431
4930525D18Rik	0.287167409	0.9998431
Litaf	0.287228934	0.9998431
2900055J20Rik	0.287304078	0.9998431
Dmkn	0.287405252	0.9998431
Snrpe	0.287464908	0.9998431
Cryz	0.287645727	0.9998431
Gata6	0.287685489	0.9998431
6030408B16Rik	0.287769566	0.9998431
Taf2	0.287771491	0.9998431
Ppfia3	0.287789166	0.9998431
Ssmem1	0.287841289	0.9998431
Ptbp1	0.287855526	0.9998431
Zfp947	0.287868274	0.9998431
Nbn	0.287897013	0.9998431
Appl1	0.288043813	0.9998431
Chchd6	0.288049079	0.9998431
Lpar1	0.288116315	0.9998431
Isl2	0.288171205	0.9998431
Hrsp12	0.288203984	0.9998431
Filip1l	0.288241187	0.9998431
Spi1	0.288244698	0.9998431
Mapk6	0.288265155	0.9998431
Usp37	0.28830249	0.9998431
Armc1	0.288435836	0.9998431
Kcna6	0.28848544	0.9998431
C1s2	0.288624819	0.9998431
Gm15760	0.288664454	0.9998431
Maob	0.288715769	0.9998431
9030625G05Rik	0.289047222	0.9998431
Spata6	0.289054021	0.9998431
Romo1	0.289109809	0.9998431
Spo11	0.28911374	0.9998431
Ceacam16	0.289116299	0.9998431
Sftpc	0.289146058	0.9998431
Hsd17b2	0.289199894	0.9998431
Gm35612	0.289371025	0.9998431
Cc2d1a	0.28942401	0.9998431
Tmem98	0.28943092	0.9998431
Plekhb2	0.289482559	0.9998431
Ankrd55	0.289541096	0.9998431
Rbm19	0.289568815	0.9998431
Pitx3	0.289573573	0.9998431
Il17c	0.289673141	0.9998431
Mndal	0.289679775	0.9998431
Ubb	0.28969504	0.9998431
Fam160a1	0.289697159	0.9998431
Casc4	0.289738554	0.9998431
Gpr20	0.289749849	0.9998431
Gm4925	0.289777581	0.9998431
Sipa1l1	0.289870944	0.9998431
Cpsf2	0.289995558	0.9998431
AA543401	0.290008086	0.9998431
Cldn19	0.29007122	0.9998431
Aqp5	0.290136325	0.9998431
Sfswap	0.290154337	0.9998431
Sox5os3	0.290178101	0.9998431
Cul3	0.290195682	0.9998431
2610035F20Rik	0.290201321	0.9998431
Lrrc71	0.290226234	0.9998431
Ceacam9	0.290240327	0.9998431
Ptprc	0.290248438	0.9998431
Smc5	0.290251222	0.9998431
Cd180	0.290281443	0.9998431
Mapk9	0.290318325	0.9998431
Pnpla7	0.290361202	0.9998431
Scarna3a	0.290392477	0.9998431
Rapgefl1	0.290508149	0.9998431
Gm5088	0.290564661	0.9998431
Grsf1	0.290619364	0.9998431
Rab11fip4	0.290707407	0.9998431
Arl1	0.290717527	0.9998431
Zpbp2	0.290776924	0.9998431
Cd164l2	0.290808135	0.9998431
Crb2	0.290814449	0.9998431
Klhl23	0.290814797	0.9998431
Fxyd5	0.290936392	0.9998431
Slc7a3	0.290998691	0.9998431
Dcps	0.291000059	0.9998431
Pigk	0.291172244	0.9998431
AA465934	0.291339666	0.9998431
Tspan11	0.291502745	0.9998431
Tox	0.291546619	0.9998431
Fip1l1	0.291709971	0.9998431
Esyt2	0.291710669	0.9998431
Kcnmb4os1	0.29186903	0.9998431
Mir22hg	0.29187483	0.9998431
AU022793	0.291881656	0.9998431
Olfml3	0.291972164	0.9998431
2410131K14Rik	0.292006851	0.9998431
Dhx35	0.292035719	0.9998431
Ccdc80	0.292092071	0.9998431
Nab1	0.292097817	0.9998431
Gprin3	0.292104853	0.9998431
Loxl3	0.292119582	0.9998431
Adam8	0.292134023	0.9998431
Cd209d	0.292228971	0.9998431
Tead2	0.292346499	0.9998431
Pnma5	0.292351278	0.9998431
Luc7l2	0.292484166	0.9998431
Edar	0.292553333	0.9998431
Cotl1	0.29265022	0.9998431
9630028I04Rik	0.292693533	0.9998431
Slc12a1	0.292867301	0.9998431
Cdca7	0.292920434	0.9998431
Rnf222	0.293174253	0.9998431
Xpo4	0.293247439	0.9998431
Ambra1	0.293305562	0.9998431
Atp13a3	0.293337433	0.9998431
Smad9	0.293431029	0.9998431
Samd1	0.293486446	0.9998431
Ldlrad1	0.293556254	0.9998431
Ccdc59	0.2935967	0.9998431
Trip13	0.293753444	0.9998431
Coa5	0.293781671	0.9998431
Ttc32	0.293827692	0.9998431
Nova1	0.293895923	0.9998431
Ppm1h	0.29391959	0.9998431
Sec24d	0.293930092	0.9998431
Pkia	0.293970055	0.9998431
Hhip	0.293972091	0.9998431
1700012B09Rik	0.293981376	0.9998431
Rasl11a	0.294000631	0.9998431
Gm7134	0.294098573	0.9998431
Vamp8	0.294187187	0.9998431
Sin3b	0.294222151	0.9998431
Pomk	0.294222598	0.9998431
Rwdd2b	0.294315033	0.9998431
Rc3h2	0.294405786	0.9998431
Armc4	0.294417524	0.9998431
Ces2b	0.294449679	0.9998431
Mir709	0.2944607	0.9998431
Glyat	0.294476938	0.9998431
F730043M19Rik	0.294488227	0.9998431
4930538K18Rik	0.294506817	0.9998431
C3ar1	0.294520614	0.9998431
Tigd4	0.294524153	0.9998431
Ubqln4	0.294661186	0.9998431
4930524B15Rik	0.294708668	0.9998431
Trim46	0.294775186	0.9998431
Tg	0.294789093	0.9998431
Camp	0.294797996	0.9998431
AW551984	0.294890549	0.9998431
Ilk	0.295008411	0.9998431
Cyp2d22	0.295032828	0.9998431
Mgp	0.295154188	0.9998431
4833415N18Rik	0.295187444	0.9998431
Ppm1n	0.295260246	0.9998431
Dlx5	0.295322115	0.9998431
B9d1	0.295346142	0.9998431
Gm2848	0.295357073	0.9998431
Mysm1	0.29545262	0.9998431
Spt1	0.295481041	0.9998431
S1pr4	0.295577192	0.9998431
Mir6991	0.295855335	0.9998431
Actl6a	0.295890625	0.9998431
Oacyl	0.295986743	0.9998431
Prkcdbp	0.296068573	0.9998431
Btbd7	0.296175261	0.9998431
Sgcb	0.296290301	0.9998431
Gm26705	0.296314318	0.9998431
Acsl6	0.296345789	0.9998431
Atp5j2	0.296363625	0.9998431
Gm5082	0.29641035	0.9998431
Slc25a24	0.296414006	0.9998431
Scand1	0.296535107	0.9998431
Gm16861	0.296574839	0.9998431
Ccdc148	0.296738156	0.9998431
Xpo7	0.296859974	0.9998431
Uckl1	0.297063187	0.9998431
Plekha7	0.297185191	0.9998431
Zdhhc23	0.297221225	0.9998431
1600015I10Rik	0.297300591	0.9998431
Wdr36	0.2973058	0.9998431
E030044B06Rik	0.29740293	0.9998431
Mir5108	0.297434799	0.9998431
Olfr632	0.29745332	0.9998431
Ubr3	0.297546669	0.9998431
Cxx1a	0.297563034	0.9998431
Dctn3	0.29757517	0.9998431
Zfp946	0.297641001	0.9998431
Mdn1	0.297744144	0.9998431
Npas4	0.29786777	0.9998431
Ccbe1	0.297869429	0.9998431
Onecut2	0.297947019	0.9998431
Papola	0.297955523	0.9998431
Mrps34	0.298116641	0.9998431
Bpifb4	0.298169111	0.9998431
Prkag2os1	0.298321317	0.9998431
Pnpla8	0.298337723	0.9998431
Slc25a30	0.298342666	0.9998431
Dzip3	0.298357859	0.9998431
Cyp21a1	0.298376742	0.9998431
Zfp563	0.298408656	0.9998431
Gja8	0.298449298	0.9998431
Hdac10	0.298503652	0.9998431
Tmem60	0.298562246	0.9998431
Snca	0.298598454	0.9998431
Zmynd11	0.298647557	0.9998431
Prss1	0.298684511	0.9998431
Chil1	0.298710198	0.9998431
Stra8	0.298805757	0.9998431
Gm13749	0.298879086	0.9998431
Eif3f	0.29888179	0.9998431
Ankrd2	0.298912051	0.9998431
Nrip3	0.29905366	0.9998431
Lect2	0.299072191	0.9998431
Slc25a44	0.299094349	0.9998431
Snip1	0.299182064	0.9998431
Zadh2	0.299296157	0.9998431
Shoc2	0.299302634	0.9998431
Tcea2	0.299387794	0.9998431
Zkscan5	0.299401991	0.9998431
Uchl1	0.299560278	0.9998431
Umodl1	0.2996145	0.9998431
Mbnl3	0.299698234	0.9998431
Gpr25	0.299747059	0.9998431
Arhgef4	0.299783895	0.9998431
Tssk3	0.299898024	0.9998431
Wdr19	0.29990303	0.9998431
Kras	0.299943449	0.9998431
Sh3rf2	0.299948875	0.9998431
Rnf144b	0.299964782	0.9998431
1700012B07Rik	0.300130185	0.9998431
Blcap	0.300201932	0.9998431
Prr14l	0.300295578	0.9998431
Lalba	0.30031015	0.9998431
Ttc26	0.300361659	0.9998431
Lrrc24	0.300387111	0.9998431
Tbce	0.300394411	0.9998431
Nr2c2	0.300437418	0.9998431
Clca4b	0.30046982	0.9998431
Wdr34	0.300558698	0.9998431
Ankrd10	0.300562161	0.9998431
Ssbp4	0.300649759	0.9998431
Inhbc	0.300688624	0.9998431
Gp1ba	0.300694345	0.9998431
Banp	0.300818431	0.9998431
Ebf2	0.300855393	0.9998431
Txndc2	0.300968829	0.9998431
4930449E01Rik	0.300976568	0.9998431
Entpd3	0.301065188	0.9998431
Aip	0.301086644	0.9998431
2810474O19Rik	0.301100513	0.9998431
Grtp1	0.301187763	0.9998431
Qk	0.301188036	0.9998431
Stx16	0.301247399	0.9998431
Arfgef1	0.301257566	0.9998431
Naip2	0.301308339	0.9998431
Agxt2	0.301319968	0.9998431
Htr5b	0.301336644	0.9998431
Imp4	0.301344318	0.9998431
Arhgef40	0.301357316	0.9998431
Rnase13	0.301464828	0.9998431
Pycr1	0.301513974	0.9998431
BC002163	0.301577517	0.9998431
Larp1	0.301627043	0.9998431
Ints2	0.301672029	0.9998431
Thpo	0.301726876	0.9998431
9430015G10Rik	0.301755781	0.9998431
Sema4g	0.301802948	0.9998431
Oas1c	0.301807576	0.9998431
Ifi204	0.301824358	0.9998431
Tmem14a	0.30188257	0.9998431
Ptar1	0.301887904	0.9998431
Mphosph9	0.301916331	0.9998431
Rhog	0.301921088	0.9998431
Cyp4v3	0.301972567	0.9998431
Prpf39	0.30200312	0.9998431
Piezo2	0.302043554	0.9998431
C1qc	0.302071002	0.9998431
Hist1h2bm	0.302079395	0.9998431
Klrd1	0.302161065	0.9998431
Zcchc12	0.302314887	0.9998431
Mir7660	0.302324279	0.9998431
Tubgcp6	0.302367909	0.9998431
Aamp	0.30242584	0.9998431
Zfp280c	0.302463897	0.9998431
Ubtf	0.302469765	0.9998431
Brix1	0.302490773	0.9998431
Gm4847	0.302526766	0.9998431
Jmjd6	0.302741553	0.9998431
Fkbp11	0.302786345	0.9998431
Tmem232	0.30281295	0.9998431
Srek1ip1	0.302830861	0.9998431
Rab11fip2	0.302850881	0.9998431
Gabra1	0.3028971	0.9998431
Nr1d2	0.302899242	0.9998431
Gpaa1	0.303043646	0.9998431
Cyb561d2	0.303053258	0.9998431
Entpd2	0.303086148	0.9998431
C330018D20Rik	0.303126698	0.9998431
1700011L22Rik	0.303148167	0.9998431
Rabepk	0.30315615	0.9998431
Chic2	0.30317341	0.9998431
Taf3	0.303177522	0.9998431
Tmem39a	0.303229887	0.9998431
Ttc19	0.303279045	0.9998431
Tiprl	0.303320271	0.9998431
Tfap2c	0.303350948	0.9998431
Dntt	0.303377325	0.9998431
Olfr316	0.303429972	0.9998431
Tmem17	0.303511491	0.9998431
Zfp493	0.303545255	0.9998431
5730435O14Rik	0.303619167	0.9998431
Btg1	0.303648168	0.9998431
Epha2	0.303725883	0.9998431
Snord43	0.303792853	0.9998431
Mrto4	0.304016854	0.9998431
Gtsf1	0.304117178	0.9998431
5830444B04Rik	0.304156846	0.9998431
4930573O16Rik	0.304171994	0.9998431
Gm10649	0.30418452	0.9998431
Ace	0.30421043	0.9998431
Gkn3	0.304282135	0.9998431
Mir99b	0.304359611	0.9998431
Sh3pxd2b	0.304375513	0.9998431
Rps8	0.304524775	0.9998431
Trak2	0.304532542	0.9998431
S1pr2	0.304570236	0.9998431
Kcng3	0.304575992	0.9998431
4930469G21Rik	0.30472893	0.9998431
Olfr55	0.304754264	0.9998431
Slc16a9	0.304798475	0.9998431
Pax4	0.304814748	0.9998431
Muc1	0.304828289	0.9998431
Gm11564	0.304859244	0.9998431
Gpr179	0.304918103	0.9998431
Socs6	0.304922632	0.9998431
Cadm3	0.304950585	0.9998431
Tmem215	0.305181246	0.9998431
Zfp445	0.30522038	0.9998431
Gm6213	0.305236312	0.9998431
Slc25a16	0.305246495	0.9998431
Cdk2	0.305298091	0.9998431
Rpl21	0.305324508	0.9998431
Stard13	0.305497968	0.9998431
4930451I11Rik	0.305595521	0.9998431
Zfp28	0.30570037	0.9998431
Snora41	0.305754903	0.9998431
Abhd16b	0.305880612	0.9998431
1700056E22Rik	0.305904549	0.9998431
Fam195b	0.305919583	0.9998431
2900009J06Rik	0.305986517	0.9998431
Peak1	0.305997216	0.9998431
Serpinb1b	0.306019556	0.9998431
Ccdc57	0.306068485	0.9998431
Tbl1xr1	0.30612986	0.9998431
Uqcrc1	0.306191641	0.9998431
Traf3	0.306232053	0.9998431
Dusp12	0.306342794	0.9998431
Il2rb	0.306379689	0.9998431
4930445N18Rik	0.306397112	0.9998431
Rin3	0.306408209	0.9998431
Rbp1	0.306423084	0.9998431
Snord111	0.306497496	0.9998431
Slc25a53	0.306642372	0.9998431
Fam47e	0.306660567	0.9998431
Brd9	0.306675234	0.9998431
Zfp57	0.306791571	0.9998431
Tcp1	0.306815951	0.9998431
Mapre1	0.30685003	0.9998431
Mir378b	0.306859596	0.9998431
Zfp202	0.306882132	0.9998431
Odf3	0.306966841	0.9998431
Wfdc1	0.307106705	0.9998431
Lyrm4	0.307157088	0.9998431
Lrrc6	0.307180086	0.9998431
4930526I15Rik	0.307199259	0.9998431
Ptges2	0.307200697	0.9998431
Mre11a	0.307319447	0.9998431
Lrp5	0.307320734	0.9998431
Baiap2l2	0.307352651	0.9998431
Hepacam2	0.307463422	0.9998431
Derl1	0.307523929	0.9998431
Shb	0.307558645	0.9998431
Rnf141	0.307567381	0.9998431
Kcnb2	0.307632553	0.9998431
Zc3h10	0.307643626	0.9998431
Prdm8	0.307753797	0.9998431
Kif20a	0.307755866	0.9998431
Polr3b	0.307769808	0.9998431
Mir3473d	0.307800542	0.9998431
Cntn1	0.307855279	0.9998431
Olfr91	0.307855533	0.9998431
Spata33	0.307901767	0.9998431
Spert	0.307907181	0.9998431
Rbm3	0.307996184	0.9998431
Hist1h2ae	0.308041821	0.9998431
Tsen15	0.30807566	0.9998431
Mir5619	0.308126171	0.9998431
Rasip1	0.308261637	0.9998431
H2-DMb1	0.308334227	0.9998431
Zfp74	0.308473183	0.9998431
Atg16l2	0.308548923	0.9998431
Trhr	0.308572012	0.9998431
Apoc3	0.308585733	0.9998431
Dnaic1	0.308654909	0.9998431
Gm6588	0.308686541	0.9998431
Tnfsf9	0.308726224	0.9998431
Nop16	0.308779438	0.9998431
Lrrc4c	0.308787937	0.9998431
Coasy	0.308788634	0.9998431
Ptcra	0.308847424	0.9998431
Rpusd2	0.308971869	0.9998431
Zfp781	0.309024573	0.9998431
Ugt1a7c	0.309031131	0.9998431
Acad12	0.309068066	0.9998431
Platr14	0.309076536	0.9998431
Ube2g1	0.309122937	0.9998431
Prdx3	0.309167554	0.9998431
Apbb1ip	0.309223442	0.9998431
Pcdh17	0.309308824	0.9998431
Mreg	0.309394074	0.9998431
Dnaaf3	0.30940585	0.9998431
Abat	0.309509121	0.9998431
Snhg9	0.30955529	0.9998431
Oprk1	0.309604258	0.9998431
Ccdc151	0.309608168	0.9998431
2310034O05Rik	0.309698857	0.9998431
Gm2447	0.309725767	0.9998431
Pcdhb19	0.309728638	0.9998431
Sptssb	0.309735124	0.9998431
Sgcz	0.309854154	0.9998431
Foxl2os	0.309923899	0.9998431
Gm5523	0.30998819	0.9998431
Ccdc175	0.310243978	0.9998431
Kcp	0.310315455	0.9998431
Gm16702	0.31036025	0.9998431
Lrrc32	0.310418293	0.9998431
Mfhas1	0.310557756	0.9998431
Dus4l	0.310590784	0.9998431
Slc25a45	0.31062726	0.9998431
Shd	0.310632422	0.9998431
Repin1	0.310664556	0.9998431
Fam167a	0.31077819	0.9998431
Rgl1	0.310802583	0.9998431
E330017L17Rik	0.310824831	0.9998431
Hsd11b1	0.310905948	0.9998431
Tslp	0.310994719	0.9998431
Pax8	0.311003389	0.9998431
Arntl2	0.311078735	0.9998431
Gjb3	0.311086608	0.9998431
Lyst	0.311092604	0.9998431
Kndc1	0.311129858	0.9998431
Nf1	0.311131569	0.9998431
Iars2	0.311149583	0.9998431
Gm20743	0.31121208	0.9998431
Resp18	0.311218694	0.9998431
Ccdc110	0.311243182	0.9998431
Hes6	0.311255106	0.9998431
Nmbr	0.311297685	0.9998431
Fbln5	0.311335969	0.9998431
Opn1mw	0.311428604	0.9998431
Vps37d	0.311504873	0.9998431
Mir3097	0.31151956	0.9998431
Prss55	0.311545581	0.9998431
Akr1a1	0.311588423	0.9998431
Serpinb7	0.311615045	0.9998431
Numb	0.31166626	0.9998431
Naa15	0.311789835	0.9998431
Fndc7	0.31179948	0.9998431
1700008J07Rik	0.311804051	0.9998431
Wdr78	0.311832075	0.9998431
Sirpb1b	0.311853015	0.9998431
Fam209	0.311877881	0.9998431
4933416C03Rik	0.311904649	0.9998431
4921504E06Rik	0.311917993	0.9998431
Mir1947	0.311918613	0.9998431
H2afx	0.312002131	0.9998431
Zbtb9	0.312061646	0.9998431
Recql5	0.312102813	0.9998431
Tmem144	0.312117357	0.9998431
Ctu1	0.312160054	0.9998431
Nme9	0.312184217	0.9998431
Vps51	0.312199616	0.9998431
A830011K09Rik	0.312239203	0.9998431
Vasp	0.312342232	0.9998431
Prkca	0.312386853	0.9998431
2410004P03Rik	0.3124768	0.9998431
Stab2	0.312481063	0.9998431
Lgi2	0.312485728	0.9998431
Smarcb1	0.312511039	0.9998431
Ecm1	0.312519727	0.9998431
Zfp748	0.312539477	0.9998431
Sh3glb1	0.312609936	0.9998431
Smg1	0.312639364	0.9998431
Cpsf3l	0.312692753	0.9998431
Nt5e	0.312760973	0.9998431
Rab10	0.312800015	0.9998431
Dcaf15	0.312824014	0.9998431
Pmaip1	0.312861256	0.9998431
Pde6g	0.312863898	0.9998431
Cherp	0.31289751	0.9998431
Coro2b	0.312897916	0.9998431
Siva1	0.313022481	0.9998431
Mir879	0.313143826	0.9998431
Aspm	0.313158753	0.9998431
Phb	0.313158956	0.9998431
Mir1249	0.313235856	0.9998431
Arih2	0.313267727	0.9998431
Xrcc2	0.313311411	0.9998431
Tmem56	0.313340494	0.9998431
Mto1	0.313346274	0.9998431
Mtmr9	0.313389578	0.9998431
Gtf2e2	0.313417879	0.9998431
Nudt17	0.313469936	0.9998431
Mir8095	0.313581718	0.9998431
Fhl5	0.313704005	0.9998431
Pou3f2	0.313889507	0.9998431
Atad3a	0.314004738	0.9998431
Inafm2	0.314032232	0.9998431
Hmgcs1	0.314085315	0.9998431
Cldn20	0.314089493	0.9998431
Tpk1	0.314165514	0.9998431
Rbms1	0.314201426	0.9998431
Gm5577	0.314211059	0.9998431
AF357399	0.314229693	0.9998431
Il3	0.314232926	0.9998431
Ch25h	0.314306512	0.9998431
Jmy	0.314319086	0.9998431
Selm	0.31432963	0.9998431
7420701I03Rik	0.314493715	0.9998431
Cspg4	0.314588287	0.9998431
Ccdc17	0.314684361	0.9998431
Cdhr5	0.31473929	0.9998431
Slc8a2	0.314772729	0.9998431
AI118078	0.314776884	0.9998431
Dusp22	0.314837155	0.9998431
1700029I15Rik	0.314848673	0.9998431
Nlgn1	0.314920099	0.9998431
Gsg1l	0.314949608	0.9998431
Grid2ip	0.314949897	0.9998431
Zfp385a	0.31495064	0.9998431
H2-T24	0.314957053	0.9998431
Ctcf	0.31496447	0.9998431
Map2k4	0.314971642	0.9998431
Tprkb	0.315277928	0.9998431
Pyurf	0.315299965	0.9998431
Mocs1	0.315314107	0.9998431
Spred2	0.315322711	0.9998431
4930509K18Rik	0.315375962	0.9998431
Apon	0.315457434	0.9998431
Bend3	0.315523079	0.9998431
B4galt3	0.315596734	0.9998431
Stra6l	0.315666822	0.9998431
Setd8	0.315672149	0.9998431
6430710C18Rik	0.3157413	0.9998431
Ndufa2	0.315744289	0.9998431
Nfkb2	0.315786083	0.9998431
Rpl19	0.315862494	0.9998431
Rnf40	0.315935436	0.9998431
Cypt15	0.31594795	0.9998431
Nrp	0.316032246	0.9998431
Scara3	0.316052612	0.9998431
Fndc3c1	0.316269466	0.9998431
Gramd3	0.316321862	0.9998431
Grb2	0.316379268	0.9998431
Gng2	0.31647814	0.9998431
Lefty1	0.316497874	0.9998431
Celf2	0.316521401	0.9998431
Lpar2	0.316553628	0.9998431
1810058I24Rik	0.316669915	0.9998431
Lcn2	0.316760649	0.9998431
Gmfg	0.316763886	0.9998431
Snx13	0.316783451	0.9998431
Chrm3	0.316807059	0.9998431
Actl6b	0.316815994	0.9998431
1700025K24Rik	0.316818037	0.9998431
Taco1	0.316847637	0.9998431
Scnm1	0.316873083	0.9998431
Errfi1	0.316892722	0.9998431
Fbxl12os	0.316967585	0.9998431
Pcnxl4	0.31700423	0.9998431
Hpn	0.317044005	0.9998431
Atp6v0b	0.31710159	0.9998431
Khk	0.317205879	0.9998431
Klk13	0.317259054	0.9998431
Pam	0.317281199	0.9998431
Saysd1	0.317284152	0.9998431
3110079O15Rik	0.317406403	0.9998431
Snhg5	0.317410372	0.9998431
Snrpg	0.317499822	0.9998431
Tmcc1	0.31761193	0.9998431
Irs1	0.317679455	0.9998431
Htr2b	0.317684028	0.9998431
Ccnl2	0.317745013	0.9998431
Pms1	0.31777087	0.9998431
Fam26d	0.317824718	0.9998431
Cyb5d1	0.317833475	0.9998431
Blvrb	0.317907956	0.9998431
Gldn	0.318099902	0.9998431
B3gntl1	0.31811975	0.9998431
Ywhab	0.318121291	0.9998431
Celf1	0.318151764	0.9998431
C130060C02Rik	0.318269931	0.9998431
Corin	0.318284339	0.9998431
Agtr1b	0.318315355	0.9998431
Akt1s1	0.318381028	0.9998431
Gatsl2	0.318484229	0.9998431
Mir28c	0.318516649	0.9998431
Mettl21a	0.318536139	0.9998431
Erich1	0.318683554	0.9998431
Mir3060	0.318692492	0.9998431
Spdya	0.318733985	0.9998431
2700038G22Rik	0.318822726	0.9998431
Csrnp3	0.318892432	0.9998431
Mthfsl	0.318934653	0.9998431
Ndufc2	0.318970917	0.9998431
4933405L10Rik	0.319073117	0.9998431
Cldn7	0.319097213	0.9998431
Zfp780b	0.319183954	0.9998431
Fmn2	0.319200216	0.9998431
Dgkeos	0.319212951	0.9998431
Fanca	0.319257031	0.9998431
Fut11	0.319274615	0.9998431
Ptger1	0.319313494	0.9998431
Pmp22	0.319396538	0.9998431
Nol8	0.319452016	0.9998431
Endou	0.319466564	0.9998431
Slamf1	0.319508493	0.9998431
Scimp	0.319582899	0.9998431
Spata45	0.319622572	0.9998431
Fam71d	0.319665699	0.9998431
Zfp97	0.319722157	0.9998431
Pde1a	0.319764537	0.9998431
Dnase2a	0.319770282	0.9998431
Ttc41	0.319823514	0.9998431
D130040H23Rik	0.319955756	0.9998431
Anpep	0.320063402	0.9998431
Phip	0.320091693	0.9998431
Hexim2	0.320246826	0.9998431
Tssk2	0.320256162	0.9998431
Kiz	0.320311035	0.9998431
Rnf224	0.320396422	0.9998431
Pigs	0.320399704	0.9998431
Tcerg1	0.320415066	0.9998431
Rapgef6	0.320462074	0.9998431
Fgg	0.320570233	0.9998431
Snrpc	0.320578685	0.9998431
Rrn3	0.320582035	0.9998431
Mir7655	0.320835072	0.9998431
Trim34b	0.320901901	0.9998431
St3gal5	0.320953734	0.9998431
Ptpn23	0.321061791	0.9998431
Clec1b	0.321196705	0.9998431
Lao1	0.321241341	0.9998431
Scarna13	0.321266531	0.9998431
Atp11b	0.321276915	0.9998431
Abhd15	0.321315316	0.9998431
Adamts12	0.321331213	0.9998431
Tnr	0.321420167	0.9998431
Cd72	0.321422043	0.9998431
Rad51ap1	0.321428276	0.9998431
Rps4l	0.321457221	0.9998431
Ttll7	0.321528912	0.9998431
Dpep1	0.321654256	0.9998431
Trip12	0.321776393	0.9998431
Sphkap	0.321780037	0.9998431
Rbm25	0.321837119	0.9998431
Hif1a	0.321972006	0.9998431
Ppp1r1b	0.321973475	0.9998431
Rtn4rl2	0.322030221	0.9998431
Creb3l4	0.322124296	0.9998431
Tmem209	0.322173822	0.9998431
Arsj	0.322271769	0.9998431
Lor	0.322290782	0.9998431
Zc4h2	0.322306417	0.9998431
Gapt	0.322321182	0.9998431
Ermn	0.32232213	0.9998431
Otof	0.322553297	0.9998431
Olfr750	0.322600543	0.9998431
Sh3bgr	0.322673638	0.9998431
Sun5	0.32269931	0.9998431
Gm7534	0.32269931	0.9998431
Ppp2r2b	0.322699487	0.9998431
Akap11	0.32275163	0.9998431
8030462N17Rik	0.322811298	0.9998431
4930563E22Rik	0.322932903	0.9998431
Adss	0.322945982	0.9998431
Lad1	0.322953152	0.9998431
1700019D03Rik	0.322955328	0.9998431
Xpnpep3	0.322956108	0.9998431
Cobl	0.322969835	0.9998431
Foxn2	0.322984164	0.9998431
H2-DMa	0.323000223	0.9998431
Cyp4x1	0.323031841	0.9998431
Arl4a	0.323124249	0.9998431
Clhc1	0.323130622	0.9998431
Hspa5	0.323152079	0.9998431
Nomo1	0.323167	0.9998431
Zfp39	0.323258527	0.9998431
Rhbdl3	0.323285663	0.9998431
Adora2a	0.323310273	0.9998431
Vmn1r53	0.323367384	0.9998431
Tmem29	0.323399827	0.9998431
Fam159a	0.323526678	0.9998431
Nlgn3	0.323616474	0.9998431
Matk	0.32362724	0.9998431
Adat3	0.323627336	0.9998431
Rims4	0.323688639	0.9998431
Gpr31b	0.323752507	0.9998431
Zc3h7a	0.323771	0.9998431
Sf3b2	0.323815827	0.9998431
Frmpd1os	0.323936495	0.9998431
Rbmxl2	0.323989764	0.9998431
Gbp4	0.324007408	0.9998431
Anxa6	0.324024973	0.9998431
4921507P07Rik	0.324029564	0.9998431
C030013C21Rik	0.324058485	0.9998431
Mmp25	0.324066731	0.9998431
1700007P06Rik	0.32410382	0.9998431
Anks1b	0.324144918	0.9998431
Bzw1	0.324181154	0.9998431
Ror1	0.324303382	0.9998431
Mir32	0.324369509	0.9998431
Slco6c1	0.324597418	0.9998431
Pigv	0.32461234	0.9998431
Tlr2	0.324652812	0.9998431
Lgr4	0.324808804	0.9998431
Foxa2	0.324846154	0.9998431
Plbd1	0.324920864	0.9998431
Cnot11	0.324924122	0.9998431
Vwce	0.324955348	0.9998431
Lsm14b	0.324998455	0.9998431
A330048O09Rik	0.324999123	0.9998431
Tpcn2	0.325021571	0.9998431
Zfp770	0.325058304	0.9998431
Lhx4	0.325068609	0.9998431
Mir133c	0.325207506	0.9998431
Natd1	0.325236653	0.9998431
Agrp	0.325284014	0.9998431
